frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
4,307153.142349,9654.000000,307153.142349,9654.000000,307153.142349,9654.000000,307153.142349,9654.000000,307153.142349,9654.000000,307153.142349,9654.000000
8,459045.102742,7976.000000,459045.102742,7976.000000,459045.102742,7976.000000,459045.102742,7976.000000,459045.102742,7976.000000,459045.102742,7976.000000
4096,892005.838010,13545.000000,892005.838010,13545.000000,892005.838010,13545.000000,892005.838010,13545.000000,892005.838010,13545.000000,892005.838010,13545.000000
32,913953.801936,17504.000000,913953.801936,17504.000000,913953.801936,17504.000000,913953.801936,17504.000000,913953.801936,17504.000000,913953.801936,17504.000000
16,436818.544674,9112.000000,436818.544674,9112.000000,436818.544674,9112.000000,436818.544674,9112.000000,436818.544674,9112.000000,436818.544674,9112.000000
8192,1298903.164381,19568.000000,1298903.164381,19568.000000,1298903.164381,19568.000000,1298903.164381,19568.000000,1298903.164381,19568.000000,1298903.164381,19568.000000
128,810587.235304,15995.000000,810587.235304,15995.000000,810587.235304,15995.000000,810587.235304,15995.000000,810587.235304,15995.000000,810587.235304,15995.000000
2048,511192.533648,10150.000000,511909.333305,11780.000000,511192.533648,10150.000000,511192.533648,10150.000000,511192.533648,10150.000000,511192.533648,10150.000000
64,905430.089852,15651.000000,905430.089852,15651.000000,905430.089852,15651.000000,905430.089852,15651.000000,905430.089852,15651.000000,905430.089852,15651.000000
2,684574.952536,11289.000000,684574.952536,11289.000000,684574.952536,11289.000000,684574.952536,11289.000000,684574.952536,11289.000000,684574.952536,11289.000000
256,1337011.174756,23004.000000,1337011.174756,23004.000000,1337011.174756,23004.000000,1337011.174756,23004.000000,1337011.174756,23004.000000,1337011.174756,23004.000000
1024,1723937.980345,29431.000000,1723937.980345,29431.000000,1723937.980345,29431.000000,1723937.980345,29431.000000,1723937.980345,29431.000000,1723937.980345,29431.000000
512,1331470.343072,23558.000000,1331470.343072,23558.000000,1331470.343072,23558.000000,1331470.343072,23558.000000,1331470.343072,23558.000000,1331470.343072,23558.000000
32768,2134598.115349,36934.000000,2134598.115349,36934.000000,2134598.115349,36934.000000,2134598.115349,36934.000000,2134598.115349,36934.000000,2134598.115349,36934.000000
65536,1978283.436647,36904.000000,1978283.436647,36904.000000,1978283.436647,36904.000000,1978283.436647,36904.000000,1978283.436647,36904.000000,1978283.436647,36904.000000
16384,2324200.355884,37187.000000,2324200.355884,37187.000000,2324200.355884,37187.000000,2324200.355884,37187.000000,2324200.355884,37187.000000,2324200.355884,37187.000000
