arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,100.000000,50,10183100.311473,10183100.311473,10183100.311473,10183100.311473,10183100.311473,10183100.311473,10183100.311473,10183100.311473
20,2000.000000,800,245440947.797562,245440947.797562,245440947.797562,245440947.797562,245440947.797562,245440947.797562,245440947.797562,245440947.797562
20,500.000000,200,59679291.000535,59679291.000535,59679291.000535,59679291.000535,59679291.000535,59679291.000535,59679291.000535,59679291.000535
20,8.500000,262144,40308865.937528,40281055.892993,40281055.892993,40281055.892993,40281055.892993,40281055.892993,40281055.892993,40281055.892993
20,9.800000,32768,51174089.565890,51174089.565890,51174089.565890,51174089.565890,51174089.565890,51174089.565890,51174089.565890,51174089.565890
20,12.400000,4096,74994239.226739,74994239.226739,74994239.226739,74994239.226739,74994239.226739,74994239.226739,74994239.226739,74994239.226739
20,18.900000,512,120230842.074449,120230842.074449,120230842.074449,120230842.074449,120230842.074449,120230842.074449,120230842.074449,120230842.074449
20,60.000000,24,176646011.812273,176730932.934249,176754331.477649,176754331.477649,176754331.477649,176754331.477649,176754331.477649,176754331.477649
20,60.000000,18,183119181.376123,182596306.641982,182734933.655916,182978392.727609,185695546.883985,186482473.781633,186482473.781633,185706789.064977
20,60.000000,12,186564545.692386,187310011.829805,187333228.043552,187333228.043552,187333139.781908,187333228.043552,187333228.043552,187333228.043552
20,56.300000,64,187595351.740700,187595351.740700,187595351.740700,187595351.740700,187595351.740700,187595351.740700,187595351.740700,187595351.740700
