arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
40,100.000000,50,8380465.928228,8433620.941690,8433620.941690,8408739.587787,8408739.587787,8433620.941690,8433620.941690,8433620.941690
40,500.000000,200,57391113.293202,57391113.293202,57391113.293202,57391113.293202,57391113.293202,57391113.293202,57391113.293202,57391113.293202
40,2000.000000,800,238602126.495216,238602126.495216,238602126.495216,238602126.495216,238602126.495216,238602126.495216,238602126.495216,238602126.495216
40,8.500000,262144,8927937.440027,8894254.315307,8927937.440027,8927937.440027,8927937.440027,8927937.440027,8927937.440027,8927937.440027
40,9.800000,32768,18266304.142989,18076964.853641,18076964.853641,18266304.142989,18266304.142989,18076964.853641,18076964.853641,18076964.853641
40,12.400000,4096,33378251.606348,33290213.215836,33290213.215836,33290213.215836,33290213.215836,33290213.215836,33290213.215836,33290213.215836
40,18.900000,512,69792172.938491,70040338.397565,70040338.397565,70040338.397565,70195467.132040,70040338.397565,70040338.397565,70040338.397565
40,60.000000,24,95505087.687380,95513843.209208,95513843.209208,95513843.209208,95513843.209208,95513843.209208,95513843.209208,95513843.209208
40,60.000000,18,95847125.115923,95847125.115923,95847125.115923,95847125.115923,95847125.115923,95847125.115923,95847125.115923,95847125.115923
40,60.000000,12,95394328.384037,95394328.384037,95394328.384037,95394328.384037,95394328.384037,95394328.384037,95394328.384037,95394328.384037
40,56.300000,64,93643539.795848,93643539.795848,93643539.795848,93643539.795848,93643539.795848,93643539.795848,93643539.795848,93643539.795848
