arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
40,500.000000,200,57048525.407113,57048525.407113,57048525.407113,57048525.407113,57048525.407113,57048525.407113,57048525.407113,57048525.407113
40,2000.000000,800,240789077.548851,240789077.548851,240789077.548851,240789077.548851,240789077.548851,240789077.548851,240789077.548851,240789077.548851
40,100.000000,50,8142878.798472,8198319.278644,8198319.278644,8198319.278644,8142878.798472,8198319.278644,8198319.278644,8198319.278644
40,8.500000,262144,10730491.336955,10730491.336955,10730491.336955,10730491.336955,10730491.336955,10730491.336955,10730491.336955,10730491.336955
40,9.800000,32768,17680485.688398,17381387.389690,17381387.389690,17381387.389690,17381387.389690,17381387.389690,17381387.389690,17381387.389690
40,12.400000,4096,33857005.057772,33886664.051970,33886664.051970,33886664.051970,33886664.051970,33886664.051970,33886664.051970,33886664.051970
40,18.900000,512,69223796.149401,69409115.246482,69409115.246482,69409115.246482,69409115.246482,69409115.246482,69409115.246482,69409115.246482
40,60.000000,24,94764443.863328,94764443.863328,94764443.863328,94764443.863328,94764443.863328,94764443.863328,94764443.863328,94764443.863328
40,60.000000,18,93670680.026062,93670680.026062,93670680.026062,93670680.026062,93670680.026062,93670680.026062,93670680.026062,93670680.026062
40,60.000000,12,95346896.800450,95346896.800450,95346896.800450,95346896.800450,95346896.800450,95346896.800450,95346896.800450,95346896.800450
40,56.300000,64,94354788.180088,94354788.180088,94354788.180088,94354788.180088,94354788.180088,94354788.180088,94354788.180088,94354788.180088
