arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,100.000000,50,10224236.194151,10224236.194151,10224236.194151,10224236.194151,10224236.194151,10224236.194151,10224236.194151,10224236.194151
20,500.000000,200,59797729.314901,59797729.314901,59797729.314901,59797729.314901,59797729.314901,59797729.314901,59797729.314901,59797729.314901
20,2000.000000,800,244433595.849838,244433595.849838,244433595.849838,244433595.849838,244433595.849838,244433595.849838,244433595.849838,244433595.849838
20,8.500000,262144,39990241.213812,39900867.591013,39900867.591013,39900867.591013,39900867.591013,39900867.591013,39900867.591013,39900867.591013
20,9.800000,32768,52574640.799744,52574640.799744,52574640.799744,52574640.799744,52574640.799744,52574640.799744,52574640.799744,52574640.799744
20,12.400000,4096,75134435.485274,75134435.485274,75134435.485274,75134435.485274,75134435.485274,75134435.485274,75134435.485274,75134435.485274
20,18.900000,512,119574279.280399,119574279.280399,119574279.280399,119574279.280399,119574279.280399,119574279.280399,119574279.280399,119574279.280399
20,60.000000,24,176689427.809803,176987085.633155,177021457.289195,177021457.289195,177021457.289195,177021457.289195,177021457.289195,177021457.289195
20,60.000000,18,182040458.066361,182364241.681700,182892455.315922,183933768.433140,184801156.107130,185503546.465682,185473643.501685,184414283.406371
20,60.000000,12,186542905.853741,187092596.710964,187153645.168870,187153645.168870,187153645.168870,187153645.168870,187153645.168870,187153645.168870
20,56.300000,64,187978550.460169,187978550.460169,187978550.460169,187978550.460169,187978550.460169,187978550.460169,187978550.460169,187978550.460169
