arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
36,2000.000000,800,242177634.424870,242177634.424870,242177634.424870,242177634.424870,242177634.424870,242177634.424870,242177634.424870,242177634.424870
36,100.000000,50,8588322.919053,8588322.919053,8588322.919053,8588322.919053,8588322.919053,8588322.919053,8588322.919053,8588322.919053
36,500.000000,200,58453453.420736,58453453.420736,58453453.420736,58453453.420736,58453453.420736,58453453.420736,58453453.420736,58453453.420736
36,8.500000,262144,14495476.339409,14226164.266036,14226164.266036,14226164.266036,14226164.266036,14226164.266036,14226164.266036,14226164.266036
36,9.800000,32768,23584553.989737,23584553.989737,23584553.989737,23584553.989737,23584553.989737,23584553.989737,23584553.989737,23584553.989737
36,12.400000,4096,42212046.480761,42198008.480891,42198008.480891,42198008.480891,42198008.480891,42198008.480891,42198008.480891,42198008.480891
36,18.900000,512,78947266.582850,79045770.481217,79045770.481217,79045770.481217,79045770.481217,79045770.481217,79045770.481217,79045770.481217
36,60.000000,24,110758353.265063,112485075.809666,112485075.809666,112485075.809666,112485075.809666,112485075.809666,112485075.809666,112485075.809666
36,60.000000,18,111906183.913589,111906183.913589,111906183.913589,111906183.913589,111906183.913589,111906183.913589,111906183.913589,111906183.913589
36,60.000000,12,111986075.987592,111986075.987592,111986075.987592,111986075.987592,111986075.987592,111986075.987592,111986075.987592,111986075.987592
36,56.300000,64,112218901.381988,112218901.381988,112218901.381988,112218901.381988,112218901.381988,112218901.381988,112218901.381988,112218901.381988
