arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
36,100.000000,50,8827484.890554,8827484.890554,8827484.890554,8827484.890554,8827484.890554,8827484.890554,8827484.890554,8827484.890554
36,500.000000,200,57652536.855712,57652536.855712,57652536.855712,57652536.855712,57652536.855712,57652536.855712,57652536.855712,57652536.855712
36,2000.000000,800,242711981.963757,242711981.963757,242711981.963757,242711981.963757,242711981.963757,242711981.963757,242711981.963757,242711981.963757
36,8.500000,262144,15409558.755457,15031545.486146,15031545.486146,15031545.486146,15031545.486146,15031545.486146,15031545.486146,15031545.486146
36,9.800000,32768,24090393.342345,22635492.102434,22635492.102434,22635492.102434,22635492.102434,22635492.102434,22635492.102434,22635492.102434
36,12.400000,4096,42137938.096429,42104345.895969,42104345.895969,42104345.895969,42104345.895969,42104345.895969,42104345.895969,42104345.895969
36,18.900000,512,79013856.850442,79118015.173891,79118015.173891,79118015.173891,79118015.173891,79118015.173891,79118015.173891,79118015.173891
36,60.000000,24,111798805.528351,113658143.680863,113658143.680863,113658143.680863,113658143.680863,113658143.680863,113658143.680863,113658143.680863
36,60.000000,18,113361058.810537,113361058.810537,113361058.810537,113361058.810537,113361058.810537,113361058.810537,113361058.810537,113361058.810537
36,60.000000,12,113161282.042008,113161282.042008,113161282.042008,113161282.042008,113161282.042008,113161282.042008,113161282.042008,113161282.042008
36,56.300000,64,113491131.334211,113491131.334211,113491131.334211,113491131.334211,113491131.334211,113491131.334211,113491131.334211,113491131.334211
