arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
30,2000.000000,800,242901940.862391,242901940.862391,242901940.862391,242901940.862391,242901940.862391,242901940.862391,242901940.862391,242901940.862391
30,100.000000,50,9354081.532034,9354081.532034,9354081.532034,9354081.532034,9354081.532034,9354081.532034,9354081.532034,9354081.532034
30,500.000000,200,59932348.257478,59932348.257478,59932348.257478,59932348.257478,59932348.257478,59932348.257478,59932348.257478,59932348.257478
30,8.500000,262144,23102378.975910,23262827.867581,23102378.975910,23102378.975910,23102378.975910,23102378.975910,23102378.975910,23102378.975910
30,9.800000,32768,34191008.885997,34362366.625338,34115886.054408,34115886.054408,34115886.054408,34115886.054408,34115886.054408,34115886.054408
30,12.400000,4096,54612634.604055,54537212.472926,54537212.472926,54537212.472926,54537212.472926,54537212.472926,54537212.472926,54537212.472926
30,18.900000,512,94737565.524290,94737565.524290,94737565.524290,94737565.524290,94737565.524290,94737565.524290,94737565.524290,94737565.524290
30,60.000000,24,132789728.318912,136294637.921547,139293064.421191,140229465.892395,140229141.085284,140229465.892395,140229465.892395,140229465.892395
30,60.000000,18,141050444.012445,141460503.585956,141461097.087124,141461097.087124,141461097.087124,141461097.087124,141461097.087124,141461097.087124
30,60.000000,12,139755119.363049,139755119.363049,139755119.363049,139755119.363049,139755119.363049,139755119.363049,139755119.363049,139755119.363049
30,56.300000,64,141843129.409771,141843129.409771,141843129.409771,141843129.409771,141843129.409771,141843129.409771,141843129.409771,141843129.409771
