arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,100.000000,50,10028814.575798,10028814.575798,10028814.575798,10028814.575798,10028814.575798,10028814.575798,10028814.575798,10028814.575798
20,500.000000,200,59475319.059155,59475319.059155,59475319.059155,59475319.059155,59475319.059155,59475319.059155,59475319.059155,59475319.059155
20,2000.000000,800,243531032.737282,243531032.737282,243531032.737282,243531032.737282,243531032.737282,243531032.737282,243531032.737282,243531032.737282
20,8.500000,262144,37948744.585579,37948744.585579,37948744.585579,37948744.585579,37948744.585579,37948744.585579,37948744.585579,37948744.585579
20,9.800000,32768,51157290.373033,51157290.373033,51157290.373033,51157290.373033,51157290.373033,51157290.373033,51157290.373033,51157290.373033
20,12.400000,4096,75307910.872795,75307910.872795,75307910.872795,75307910.872795,75307910.872795,75307910.872795,75307910.872795,75307910.872795
20,18.900000,512,117851876.370204,117851876.370204,117851876.370204,117851876.370204,117851876.370204,117851876.370204,117851876.370204,117851876.370204
20,60.000000,24,176930393.401759,177261783.971044,177261783.971044,177261783.971044,177261783.971044,177261783.971044,177261783.971044,177261783.971044
20,60.000000,18,179904816.917575,179847711.308585,179747065.922950,181246258.816618,181672964.159260,184262987.805755,184262987.805755,181576154.030926
20,60.000000,12,186969701.257235,187283458.874752,187383704.689689,187383704.689689,187383704.689689,187383704.689689,187383704.689689,187383704.689689
20,56.300000,64,186784281.952188,186784281.952188,186784281.952188,186784281.952188,186784281.952188,186784281.952188,186784281.952188,186784281.952188
