arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
22,2000.000000,800,240491984.079873,240491984.079873,240491984.079873,240491984.079873,240491984.079873,240491984.079873,240491984.079873,240491984.079873
22,500.000000,200,59702962.574972,59702962.574972,59702962.574972,59702962.574972,59702962.574972,59702962.574972,59702962.574972,59702962.574972
22,100.000000,50,9928780.260384,9928780.260384,9928780.260384,9928780.260384,9928780.260384,9928780.260384,9928780.260384,9928780.260384
22,8.500000,262144,36878751.903959,35320193.303285,35300602.300448,35300602.300448,35300602.300448,35300602.300448,35300602.300448,35300602.300448
22,9.800000,32768,48979401.018390,48887103.364210,48887103.364210,48887103.364210,48887103.364210,48887103.364210,48887103.364210,48887103.364210
22,12.400000,4096,70556523.545610,70556523.545610,70556523.545610,70556523.545610,70556523.545610,70556523.545610,70556523.545610,70556523.545610
22,18.900000,512,112577969.096394,112577969.096394,112577969.096394,112577969.096394,112577969.096394,112577969.096394,112577969.096394,112577969.096394
22,60.000000,24,171411527.578580,171651070.820907,171990474.951893,172167102.795038,172167102.795038,172197093.321874,172197093.321874,172197093.321874
22,60.000000,18,172290962.673655,171450344.216671,170654523.668834,169872582.923470,169348547.617869,177723234.211153,177717631.261778,169324004.268930
22,60.000000,12,177710278.590770,177827201.610559,177827201.610559,177827201.610559,177827201.610559,177827201.610559,177827201.610559,177827201.610559
22,56.300000,64,177002918.392685,177002918.392685,177002918.392685,177002918.392685,177002918.392685,177002918.392685,177002918.392685,177002918.392685
