arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
22,2000.000000,800,244003956.826343,244003956.826343,244003956.826343,244003956.826343,244003956.826343,244003956.826343,244003956.826343,244003956.826343
22,100.000000,50,9810921.457771,9810921.457771,9810921.457771,9810921.457771,9810921.457771,9810921.457771,9810921.457771,9810921.457771
22,500.000000,200,59479082.637704,59479082.637704,59479082.637704,59479082.637704,59479082.637704,59479082.637704,59479082.637704,59479082.637704
22,9.800000,32768,47853403.464588,47853403.464588,47853403.464588,47853403.464588,47853403.464588,47853403.464588,47853403.464588,47853403.464588
22,8.500000,262144,34642866.681296,34608336.167608,34608336.167608,34608336.167608,34608336.167608,34608336.167608,34608336.167608,34608336.167608
22,12.400000,4096,68873281.711242,68873281.711242,68873281.711242,68873281.711242,68873281.711242,68873281.711242,68873281.711242,68873281.711242
22,18.900000,512,114306037.407178,114306037.407178,114306037.407178,114306037.407178,114306037.407178,114306037.407178,114306037.407178,114306037.407178
22,60.000000,24,170527899.148951,171108193.743326,171483303.421436,171646080.628386,171705459.305322,171705459.305322,171705459.305322,171705459.305322
22,60.000000,18,171041864.561498,170201825.686107,172672083.424038,175325743.012514,175886492.318362,176396534.566505,176396447.005478,175874964.116804
22,60.000000,12,178367393.282676,178574413.843708,178574413.843708,178574413.843708,178574413.843708,178574413.843708,178574413.843708,178574413.843708
22,56.300000,64,177243046.199567,177243046.199567,177243046.199567,177243046.199567,177243046.199567,177243046.199567,177243046.199567,177243046.199567
