arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
36,500.000000,200,58160245.226692,58160245.226692,58160245.226692,58160245.226692,58160245.226692,58160245.226692,58160245.226692,58160245.226692
36,100.000000,50,8806674.316068,8806674.316068,8806674.316068,8806674.316068,8806674.316068,8806674.316068,8806674.316068,8806674.316068
36,2000.000000,800,242092687.592374,242092687.592374,242092687.592374,242092687.592374,242092687.592374,242092687.592374,242092687.592374,242092687.592374
36,12.400000,4096,41737025.150798,41315923.482292,41315923.482292,41315923.482292,41464310.762044,41315923.482292,41315923.482292,41315923.482292
36,9.800000,32768,23569348.264441,22960146.302542,22960146.302542,22960146.302542,22960146.302542,22960146.302542,22960146.302542,22960146.302542
36,8.500000,262144,14856193.058713,14856193.058713,14856193.058713,14856193.058713,14856193.058713,14856193.058713,14856193.058713,14856193.058713
36,18.900000,512,80425956.472508,80482435.254620,80482435.254620,80482435.254620,80482435.254620,80482435.254620,80482435.254620,80482435.254620
36,60.000000,24,110637169.337912,112377047.733975,112377047.733975,112377047.733975,112377047.733975,112377047.733975,112377047.733975,112377047.733975
36,60.000000,18,113760240.667091,113760240.667091,113760240.667091,113760240.667091,113760240.667091,113760240.667091,113760240.667091,113760240.667091
36,60.000000,12,113397016.476753,113397016.476753,113397016.476753,113397016.476753,113397016.476753,113397016.476753,113397016.476753,113397016.476753
36,56.300000,64,112360364.463106,112360364.463106,112360364.463106,112360364.463106,112360364.463106,112360364.463106,112360364.463106,112360364.463106
