arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
38,2000.000000,800,245135849.471023,245135849.471023,245135849.471023,245135849.471023,245135849.471023,245135849.471023,245135849.471023,245135849.471023
38,100.000000,50,8675397.614179,8675397.614179,8675397.614179,8675397.614179,8675397.614179,8675397.614179,8675397.614179,8675397.614179
38,500.000000,200,57117579.910650,57117579.910650,57117579.910650,57117579.910650,57117579.910650,57117579.910650,57117579.910650,57117579.910650
38,8.500000,262144,11370824.835184,11370824.835184,11370824.835184,11370824.835184,11370824.835184,11370824.835184,11370824.835184,11370824.835184
38,9.800000,32768,20824576.487751,20801968.982636,20801968.982636,20801968.982636,20801968.982636,20801968.982636,20801968.982636,20801968.982636
38,12.400000,4096,38636016.302136,38710460.480636,38763446.601691,38763446.601691,38763446.601691,38763446.601691,38763446.601691,38763446.601691
38,18.900000,512,74891919.916060,75071157.747460,75071157.747460,75071157.747460,75075657.061518,75071157.747460,75071157.747460,75071157.747460
38,60.000000,24,104384597.861440,104628626.105778,104628626.105778,104628626.105778,104628626.105778,104628626.105778,104628626.105778,104628626.105778
38,60.000000,18,103743729.696386,103743729.696386,103743729.696386,103743729.696386,103743729.696386,103743729.696386,103743729.696386,103743729.696386
38,60.000000,12,102510517.473657,102510517.473657,102510517.473657,102510517.473657,102510517.473657,102510517.473657,102510517.473657,102510517.473657
38,56.300000,64,103883075.636586,103883075.636586,103883075.636586,103883075.636586,103883075.636586,103883075.636586,103883075.636586,103883075.636586
