arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
28,100.000000,50,9318552.621655,9318552.621655,9318552.621655,9318552.621655,9318552.621655,9318552.621655,9318552.621655,9318552.621655
28,500.000000,200,59481422.024965,59481422.024965,59481422.024965,59481422.024965,59481422.024965,59481422.024965,59481422.024965,59481422.024965
28,2000.000000,800,243568645.436933,243568645.436933,243568645.436933,243568645.436933,243568645.436933,243568645.436933,243568645.436933,243568645.436933
28,8.500000,262144,25848674.132153,25848674.132153,25848674.132153,25848674.132153,25848674.132153,25848674.132153,25848674.132153,25848674.132153
28,9.800000,32768,35870280.852698,35335475.161837,35681963.736746,35681963.736746,35681963.736746,35335475.161837,35335475.161837,35335475.161837
28,12.400000,4096,58299649.099146,58254219.357534,58254219.357534,58254219.357534,58254219.357534,58254219.357534,58254219.357534,58254219.357534
28,18.900000,512,99655813.507890,99655813.507890,99655813.507890,99655813.507890,99655813.507890,99655813.507890,99655813.507890,99655813.507890
28,60.000000,24,143546247.427611,144579040.737532,146201422.643897,148949486.628134,151375186.611417,151375662.134854,151374016.971978,151371820.649843
28,60.000000,18,147335244.080870,148267877.176771,148711615.503448,148711615.503448,148711615.503448,148711615.503448,148711615.503448,148711615.503448
28,60.000000,12,148896890.137422,148896890.137422,148896890.137422,148896890.137422,148896890.137422,148896890.137422,148896890.137422,148896890.137422
28,56.300000,64,149454267.743129,149454267.743129,149454267.743129,149454267.743129,149454267.743129,149454267.743129,149454267.743129,149454267.743129
