arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
28,2000.000000,800,244833408.072135,244833408.072135,244833408.072135,244833408.072135,244833408.072135,244833408.072135,244833408.072135,244833408.072135
28,100.000000,50,9316519.241875,9316519.241875,9316519.241875,9316519.241875,9316519.241875,9316519.241875,9316519.241875,9316519.241875
28,500.000000,200,59373579.241915,59373579.241915,59373579.241915,59373579.241915,59373579.241915,59373579.241915,59373579.241915,59373579.241915
28,8.500000,262144,25641559.128966,25633260.385960,25435413.609033,25435413.609033,25435413.609033,25435413.609033,25435413.609033,25435413.609033
28,9.800000,32768,35413141.212964,35413141.212964,35413141.212964,35413141.212964,35413141.212964,35413141.212964,35413141.212964,35413141.212964
28,12.400000,4096,57279633.650639,57279633.650639,57279633.650639,57279633.650639,57279633.650639,57279633.650639,57279633.650639,57279633.650639
28,18.900000,512,99409067.350393,99409067.350393,99409067.350393,99409067.350393,99409067.350393,99409067.350393,99409067.350393,99409067.350393
28,60.000000,24,145032877.855496,145147784.591203,147102734.249008,149200600.132273,151948311.843688,151948654.251704,151948629.509203,151940853.557694
28,60.000000,18,150840860.815334,151621547.269872,151646614.989502,151646614.989502,151646454.599638,151646614.989502,151646614.989502,151646614.989502
28,60.000000,12,150596288.317728,150596288.317728,150596288.317728,150596288.317728,150596288.317728,150596288.317728,150596288.317728,150596288.317728
28,56.300000,64,150579271.871279,150579271.871279,150579271.871279,150579271.871279,150579271.871279,150579271.871279,150579271.871279,150579271.871279
