arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
30,2000.000000,800,241901439.598400,241901439.598400,241901439.598400,241901439.598400,241901439.598400,241901439.598400,241901439.598400,241901439.598400
30,500.000000,200,58622044.379200,58622044.379200,58622044.379200,58622044.379200,58622044.379200,58622044.379200,58622044.379200,58622044.379200
30,100.000000,50,9411663.195990,9411663.195990,9411663.195990,9411663.195990,9411663.195990,9411663.195990,9411663.195990,9411663.195990
30,8.500000,262144,23432333.721177,23433472.278514,23433472.278514,23433472.278514,23433472.278514,23433472.278514,23433472.278514,23433472.278514
30,9.800000,32768,34313929.928898,32604036.262561,32604036.262561,32604036.262561,32604036.262561,32604036.262561,32604036.262561,32604036.262561
30,12.400000,4096,53139484.506556,53004357.188684,53004357.188684,53004357.188684,53004357.188684,53004357.188684,53004357.188684,53004357.188684
30,18.900000,512,92297416.873263,92299944.587811,92299944.587811,92299944.587811,92299944.587811,92299944.587811,92299944.587811,92299944.587811
30,60.000000,24,135034259.004363,136945791.647365,139540675.615230,140884252.909801,140884016.033798,140884307.447883,140884307.447883,140884307.447883
30,60.000000,18,140704640.639408,141762149.162724,141762149.162724,141762149.162724,141762149.162724,141762149.162724,141762149.162724,141762149.162724
30,60.000000,12,141120952.253266,141120952.253266,141120952.253266,141120952.253266,141120952.253266,141120952.253266,141120952.253266,141120952.253266
30,56.300000,64,140289407.926238,140289407.926238,140289407.926238,140289407.926238,140289407.926238,140289407.926238,140289407.926238,140289407.926238
