arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
24,500.000000,200,59498185.151227,59498185.151227,59498185.151227,59498185.151227,59498185.151227,59498185.151227,59498185.151227,59498185.151227
24,100.000000,50,9858344.513302,9858344.513302,9858344.513302,9858344.513302,9858344.513302,9858344.513302,9858344.513302,9858344.513302
24,2000.000000,800,243831808.200633,243831808.200633,243831808.200633,243831808.200633,243831808.200633,243831808.200633,243831808.200633,243831808.200633
24,8.500000,262144,33432906.627604,32509986.936102,32509986.936102,32509986.936102,32733845.453466,32509986.936102,32509986.936102,32509986.936102
24,9.800000,32768,44012294.369033,43948771.192322,43948771.192322,43948771.192322,43948771.192322,43948771.192322,43948771.192322,43948771.192322
24,12.400000,4096,64764893.452613,64764893.452613,64764893.452613,64764893.452613,64764893.452613,64764893.452613,64764893.452613,64764893.452613
24,18.900000,512,109467354.855840,109467354.855840,109467354.855840,109467354.855840,109467354.855840,109467354.855840,109467354.855840,109467354.855840
24,60.000000,24,159444807.939978,159732076.470598,162842258.811304,163070278.719324,163357893.645457,165539965.752102,164731021.912805,163595655.517015
24,60.000000,18,163955390.756950,164889612.168077,167058315.603661,167911316.445825,167910974.758620,167911368.862298,167911368.862298,167909907.469813
24,60.000000,12,167242523.648147,167242523.648147,167242523.648147,167242523.648147,167242523.648147,167242523.648147,167242523.648147,167242523.648147
24,56.300000,64,169088995.262679,169088995.262679,169088995.262679,169088995.262679,169088995.262679,169088995.262679,169088995.262679,169088995.262679
