arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
30,100.000000,50,9305221.441724,9305221.441724,9305221.441724,9305221.441724,9305221.441724,9305221.441724,9305221.441724,9305221.441724
30,500.000000,200,57830020.258397,57830020.258397,57830020.258397,57830020.258397,57830020.258397,57830020.258397,57830020.258397,57830020.258397
30,2000.000000,800,243126885.826069,243126885.826069,243126885.826069,243126885.826069,243126885.826069,243126885.826069,243126885.826069,243126885.826069
30,8.500000,262144,21447329.963536,21240498.418210,20754919.849351,20754919.849351,20754919.849351,20754919.849351,20754919.849351,20754919.849351
30,9.800000,32768,31518762.842868,31467894.737723,31467894.737723,31467894.737723,31467894.737723,31467894.737723,31467894.737723,31467894.737723
30,12.400000,4096,53843272.298084,53837776.950774,53837776.950774,53837776.950774,53837776.950774,53837776.950774,53837776.950774,53837776.950774
30,18.900000,512,94090459.485458,94090459.485458,94090459.485458,94090459.485458,94090459.485458,94090459.485458,94090459.485458,94090459.485458
30,60.000000,24,133227511.271430,136822920.940573,139115257.156919,140182482.392007,141055508.546512,141055852.584307,141055852.584307,141055852.584307
30,60.000000,18,141654491.511700,141904167.487463,141904167.487463,141904167.487463,141904167.487463,141904167.487463,141904167.487463,141904167.487463
30,60.000000,12,139290551.258834,139290551.258834,139290551.258834,139290551.258834,139290551.258834,139290551.258834,139290551.258834,139290551.258834
30,56.300000,64,141420460.287643,141420460.287643,141420460.287643,141420460.287643,141420460.287643,141420460.287643,141420460.287643,141420460.287643
