arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
40,500.000000,200,58233115.782717,58233115.782717,58233115.782717,58233115.782717,58233115.782717,58233115.782717,58233115.782717,58233115.782717
40,100.000000,50,8478562.802779,8548064.329332,8548064.329332,8548064.329332,8548064.329332,8548064.329332,8548064.329332,8548064.329332
40,2000.000000,800,242335710.814509,242335710.814509,242335710.814509,242335710.814509,242335710.814509,242335710.814509,242335710.814509,242335710.814509
40,8.500000,262144,10740176.227255,10740176.227255,10740176.227255,10740176.227255,10740176.227255,10740176.227255,10740176.227255,10740176.227255
40,9.800000,32768,17432580.550061,17432579.508038,17432580.550061,17432580.550061,17432580.550061,17432579.508038,17432579.508038,17432579.508038
40,12.400000,4096,36212189.299695,36070287.701634,36160643.763469,36070287.701634,36070287.701634,36070287.701634,36070287.701634,36070287.701634
40,18.900000,512,69096088.717503,69215443.248471,69295155.525351,69295155.525351,69295155.525351,69295155.525351,69295155.525351,69295155.525351
40,60.000000,24,91620431.424686,94876047.392288,94876047.392288,94876047.392288,94876047.392288,94876047.392288,94876047.392288,94876047.392288
40,60.000000,18,95534934.537069,95534934.537069,95534934.537069,95534934.537069,95534934.537069,95534934.537069,95534934.537069,95534934.537069
40,60.000000,12,93245254.754055,93245254.754055,93245254.754055,93245254.754055,93245254.754055,93245254.754055,93245254.754055,93245254.754055
40,56.300000,64,94670626.521219,94670626.521219,94670626.521219,94670626.521219,94670626.521219,94670626.521219,94670626.521219,94670626.521219
