arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,100.000000,50,9988047.430656,9988047.430656,9988047.430656,9988047.430656,9988047.430656,9988047.430656,9988047.430656,9988047.430656
20,500.000000,200,59027781.916165,59027781.916165,59027781.916165,59027781.916165,59027781.916165,59027781.916165,59027781.916165,59027781.916165
20,2000.000000,800,247488860.999100,247488860.999100,247488860.999100,247488860.999100,247488860.999100,247488860.999100,247488860.999100,247488860.999100
20,8.500000,262144,40254394.930373,40283684.288227,40283684.288227,40283684.288227,40283684.288227,40283684.288227,40283684.288227,40283684.288227
20,9.800000,32768,51609841.755373,51609841.755373,51609841.755373,51609841.755373,51609841.755373,51609841.755373,51609841.755373,51609841.755373
20,12.400000,4096,73632639.127340,73632639.127340,73632639.127340,73632639.127340,73632639.127340,73632639.127340,73632639.127340,73632639.127340
20,18.900000,512,117555949.882225,117555949.882225,117555949.882225,117555949.882225,117555949.882225,117555949.882225,117555949.882225,117555949.882225
20,60.000000,24,176083494.275748,176241670.742234,176241670.742234,176241670.742234,176241670.742234,176241670.742234,176241670.742234,176241670.742234
20,60.000000,18,182329876.624450,182423544.064594,182949522.739697,183169104.429947,183751278.289238,186157268.507545,186157268.507545,183506083.520575
20,60.000000,12,185246719.540800,185926209.097991,186157358.537646,186157358.537646,186157358.537646,186157358.537646,186157358.537646,186157358.537646
20,56.300000,64,185916619.418294,185916619.418294,185916619.418294,185916619.418294,185916619.418294,185916619.418294,185916619.418294,185916619.418294
