arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
34,100.000000,50,8736597.729442,8736597.729442,8736597.729442,8736597.729442,8736597.729442,8736597.729442,8736597.729442,8736597.729442
34,500.000000,200,57968572.950172,57968572.950172,57968572.950172,57968572.950172,57968572.950172,57968572.950172,57968572.950172,57968572.950172
34,2000.000000,800,243030501.865293,243030501.865293,243030501.865293,243030501.865293,243030501.865293,243030501.865293,243030501.865293,243030501.865293
34,8.500000,262144,15131028.584290,15088215.107898,15088215.107898,15088215.107898,15088215.107898,15088215.107898,15088215.107898,15088215.107898
34,9.800000,32768,26404295.631905,26135667.079190,26135667.079190,26135667.079190,26135667.079190,26135667.079190,26135667.079190,26135667.079190
34,12.400000,4096,44047043.611638,44012586.388305,44012586.388305,44012586.388305,44012586.388305,44012586.388305,44012586.388305,44012586.388305
34,18.900000,512,84999165.651113,84999165.651113,84999165.651113,84999165.651113,84999165.651113,84999165.651113,84999165.651113,84999165.651113
34,60.000000,24,120220669.341323,122710519.407060,123307837.213088,123307819.725307,123307819.725307,123307837.213088,123307837.213088,123307837.213088
34,60.000000,18,121561342.866442,121561342.866442,121561342.866442,121561342.866442,121561342.866442,121561342.866442,121561342.866442,121561342.866442
34,60.000000,12,121932772.072996,121932772.072996,121932772.072996,121932772.072996,121932772.072996,121932772.072996,121932772.072996,121932772.072996
34,56.300000,64,122343723.993980,122343723.993980,122343723.993980,122343723.993980,122343723.993980,122343723.993980,122343723.993980,122343723.993980
