arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
32,100.000000,50,9261716.754078,9261716.754078,9261716.754078,9261716.754078,9261716.754078,9261716.754078,9261716.754078,9261716.754078
32,2000.000000,800,242851298.242628,242851298.242628,242851298.242628,242851298.242628,242851298.242628,242851298.242628,242851298.242628,242851298.242628
32,500.000000,200,57806784.023606,57806784.023606,57806784.023606,57806784.023606,57806784.023606,57806784.023606,57806784.023606,57806784.023606
32,9.800000,32768,29383813.478046,29190334.971705,29190334.971705,29190334.971705,29190334.971705,29190334.971705,29190334.971705,29190334.971705
32,8.500000,262144,19234879.654075,19175619.723222,19175619.723222,19175619.723222,19175619.723222,19175619.723222,19175619.723222,19175619.723222
32,12.400000,4096,48449062.053531,48228905.577907,48228905.577907,48228905.577907,48228905.577907,48228905.577907,48228905.577907,48228905.577907
32,18.900000,512,90609380.119116,90609380.119116,90609380.119116,90609380.119116,90609380.119116,90609380.119116,90609380.119116,90609380.119116
32,60.000000,24,127991810.813409,130439225.231776,132593328.923445,132593328.923445,132593328.923445,132593328.923445,132593328.923445,132593328.923445
32,60.000000,18,129221122.514512,129738731.039423,129738731.039423,129738731.039423,129738731.039423,129738731.039423,129738731.039423,129738731.039423
32,60.000000,12,131114386.864131,131114386.864131,131114386.864131,131114386.864131,131114386.864131,131114386.864131,131114386.864131,131114386.864131
32,56.300000,64,130807581.257873,130807581.257873,130807581.257873,130807581.257873,130807581.257873,130807581.257873,130807581.257873,130807581.257873
