arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
28,500.000000,200,59088924.003817,59088924.003817,59088924.003817,59088924.003817,59088924.003817,59088924.003817,59088924.003817,59088924.003817
28,2000.000000,800,247383707.011919,247383707.011919,247383707.011919,247383707.011919,247383707.011919,247383707.011919,247383707.011919,247383707.011919
28,100.000000,50,9564133.678500,9564133.678500,9564133.678500,9564133.678500,9564133.678500,9564133.678500,9564133.678500,9564133.678500
28,8.500000,262144,25892648.304013,25892648.304013,25892648.304013,25892648.304013,25892648.304013,25892648.304013,25892648.304013,25892648.304013
28,9.800000,32768,36210971.928931,36036564.029517,35955988.655591,35955988.655591,35955988.655591,35955988.655591,35955988.655591,35955988.655591
28,12.400000,4096,57501634.566211,57501634.566211,57501634.566211,57501634.566211,57501634.566211,57501634.566211,57501634.566211,57501634.566211
28,18.900000,512,98797633.349740,98797633.349740,98797633.349740,98797633.349740,98797633.349740,98797633.349740,98797633.349740,98797633.349740
28,60.000000,24,143583654.803963,143872341.339124,145149925.096199,147952001.102067,150416583.281611,150706051.012896,150706051.012896,150416593.529731
28,60.000000,18,147912197.059248,149411797.306640,149650955.261197,149650955.261197,149650955.261197,149650955.261197,149650955.261197,149650955.261197
28,60.000000,12,149242329.861190,149242329.861190,149242329.861190,149242329.861190,149242329.861190,149242329.861190,149242329.861190,149242329.861190
28,56.300000,64,150001416.690503,150001416.690503,150001416.690503,150001416.690503,150001416.690503,150001416.690503,150001416.690503,150001416.690503
