arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40,8.500000,262144,19946655.773941
40,9.800000,32768,35097483.940698
40,12.400000,4096,63380278.958148
40,18.900000,512,134029974.383547
40,56.300000,64,235938757.860257
40,60.000000,12,231677621.169023
40,60.000000,18,224725758.151119
40,60.000000,24,216056203.506854
