arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
30,8.500000,262144,49278719.757574
30,9.800000,32768,67967508.272079
30,12.400000,4096,115346369.908804
30,18.900000,512,182500017.250040
30,56.300000,64,265058002.116355
30,60.000000,12,259126079.365271
30,60.000000,18,252872736.414699
30,60.000000,24,245999594.818114
