arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34,8.500000,262144,38011880.515539
34,9.800000,32768,52809501.094213
34,12.400000,4096,92686894.619298
34,18.900000,512,165595450.559227
34,56.300000,64,252996227.310966
34,60.000000,12,249852328.870536
34,60.000000,18,241807467.414878
34,60.000000,24,231881187.696886
