arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32,8.500000,262144,42901721.303137
32,9.800000,32768,67169827.624245
32,12.400000,4096,102043758.666756
32,18.900000,512,174067758.293731
32,56.300000,64,258519270.923249
32,60.000000,12,253838526.855110
32,60.000000,18,247452982.906258
32,60.000000,24,239089646.550528
