arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
20,8.500000,262144,108537388.930588
20,9.800000,32768,140943982.697195
20,12.400000,4096,172366728.539040
20,18.900000,512,231202882.200574
20,56.300000,64,284415920.775063
20,60.000000,12,280282902.175627
20,60.000000,18,274158628.346424
20,60.000000,24,269499171.425627
