frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
1024,97523669.289652,97111997.132062,95474163.256997,90785671.080580,87135003.863567,82694781.862848,1923220.000000,1923220.000000,1974687.000000,2128242.000000,2128242.000000,2236378.000000
128,120737623.760992,99561461.955456,97584810.131427,92446356.136362,92260448.531282,92012130.093180,1264807.000000,2138684.000000,2149541.000000,2283718.000000,2283718.000000,2283718.000000
16384,127353433.647206,127647562.774943,127606198.642495,127974166.769887,127056423.823743,86932598.556423,1280681.000000,1280681.000000,1280681.000000,1280681.000000,1280681.000000,2147832.000000
16,4510406.690852,3896327.194528,2907681.562065,2524487.349543,1697351.502594,1697490.771788,115212.000000,207830.000000,328173.000000,735813.000000,1096888.000000,1096888.000000
2048,3127582.018688,3115142.115309,3091187.906992,2960291.606196,2889507.966221,1360354.819881,69511.000000,71746.000000,102054.000000,111709.000000,120467.000000,567324.000000
256,94684446.373066,94466216.798529,92107473.098242,88838449.111473,87566671.614919,87559254.072467,1989047.000000,2012182.000000,2110861.000000,2168721.000000,2168721.000000,2168721.000000
2,94601616.807061,91548349.305758,84824327.918996,83266905.165687,83266905.165687,82840044.789837,2195445.000000,2225914.000000,2302213.000000,2302213.000000,2302213.000000,2302213.000000
32768,8355754.741835,8344723.551690,8326217.595410,8269259.954057,8131617.362786,6933376.170183,427840.000000,427840.000000,427840.000000,580981.000000,597363.000000,1146535.000000
32,1919284.451793,1865425.691224,1742791.185933,1542715.697377,1149890.602315,821983.800401,71201.000000,88951.000000,121733.000000,240580.000000,338424.000000,392502.000000
4096,5744097.504637,5709751.499504,5719887.404509,5634168.467309,5477040.190346,4379915.753451,245886.000000,245886.000000,235149.000000,264834.000000,328018.000000,672714.000000
4,3360925.008824,2382530.252990,2258548.147765,1457352.415066,1491711.017768,1491191.067709,203777.000000,216834.000000,380055.000000,622309.000000,847185.000000,847185.000000
512,105621006.492605,105445018.798787,103621696.227508,100917276.644448,95969068.649835,95555050.336736,1987220.000000,1987220.000000,2086358.000000,2142975.000000,2201851.000000,2201851.000000
64,162975772.800968,162365488.972648,162591257.109777,162591257.109777,162591257.109777,162365488.972648,3267233.000000,3267233.000000,3267233.000000,3267233.000000,3267233.000000,3267233.000000
65536,10365627.871432,10365627.871432,10341491.647312,10316229.040560,10288640.552172,5135408.659579,387986.000000,387986.000000,390192.000000,392509.000000,395016.000000,961148.000000
8192,154932447.544852,154749762.605560,153638577.456484,150120305.827638,150434587.886137,150548993.567917,3310938.000000,3310938.000000,3310938.000000,3524467.000000,3524467.000000,3524467.000000
8,124708383.814138,89613315.015139,84976594.151722,83785785.662905,83992289.575954,83785785.662905,1329447.000000,2370231.000000,2370231.000000,2370231.000000,2370231.000000,2370231.000000
