frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
1024,101904595.516595,99510288.445458,98404213.445941,95963981.403532,93961307.720378,90031515.289506,2027586.000000,2048217.000000,2048217.000000,2103158.000000,2104365.000000,2268787.000000
128,170006689.759850,168811516.986731,168811516.986731,168811516.986731,168811516.986731,168811516.986731,3323375.000000,3323375.000000,3323375.000000,3323375.000000,3323375.000000,3323375.000000
16384,118184294.897897,117949495.781850,117907574.571505,117984207.646992,117847967.219198,90293100.066883,1714349.000000,1707551.000000,1707551.000000,1707551.000000,1707551.000000,2224798.000000
16,166598693.231469,163041473.634848,163041473.634848,163041473.634848,163041473.634848,163041473.634848,3661227.000000,3661227.000000,3661227.000000,3661227.000000,3661227.000000,3661227.000000
2048,152137987.625032,150490582.687131,144002057.632378,142915769.597377,142915769.597377,142621443.709269,3367803.000000,3367803.000000,3531970.000000,3531970.000000,3531970.000000,3531970.000000
256,118156094.739382,115458882.247082,87928669.261793,84393480.712887,84394605.992414,83953253.037407,1279445.000000,1279445.000000,2245557.000000,2290220.000000,2290220.000000,2290220.000000
2,7627173.390361,5576006.352320,3655877.234939,2237960.505451,1752667.787375,1787324.005030,263584.000000,263584.000000,270410.000000,473889.000000,903616.000000,1127283.000000
32768,129652256.872817,129353553.191479,129277389.183207,129121302.541081,128593198.862805,106656348.346049,1213997.000000,1213997.000000,1213997.000000,1213997.000000,1213997.000000,2206783.000000
32,163426604.653158,162393516.987362,162393516.987362,162393516.987362,162393516.987362,162393516.987362,3411298.000000,3411298.000000,3411298.000000,3411298.000000,3411298.000000,3411298.000000
4096,2255252.956297,2290469.054871,2187144.683867,2218177.382015,2153869.821788,2223041.584137,138944.000000,158844.000000,209487.000000,189394.000000,241022.000000,1116605.000000
4,115406325.871686,88237191.919043,86764533.397083,85354789.042283,85713227.836786,85354789.042283,1280894.000000,2308580.000000,2308580.000000,2308580.000000,2308580.000000,2308580.000000
512,5152426.536287,4985409.020978,4801235.156838,4441357.737783,3596026.786234,1948087.546894,191641.000000,191641.000000,198153.000000,239988.000000,307639.000000,951148.000000
64,92315170.304048,91405807.163129,89261884.668529,86343998.895503,86444749.972009,86174434.300468,2175508.000000,2175508.000000,2243170.000000,2290415.000000,2290415.000000,2290415.000000
65536,151870897.951106,151870897.951106,151870897.951106,151870897.951106,151870897.951106,151870897.951106,3660063.000000,3660063.000000,3660063.000000,3660063.000000,3660063.000000,3660063.000000
8192,211783103.773220,212033770.574520,212130159.632323,212202758.560253,212464141.752693,213383234.682752,2997538.000000,2997538.000000,2997538.000000,2997538.000000,2997538.000000,2997538.000000
8,164468157.559166,163340586.243342,163088350.819179,163088350.819179,163088350.819179,163088350.819179,3974305.000000,3974305.000000,3974305.000000,3974305.000000,3974305.000000,3974305.000000
