frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3888253.960391,299925.000000,0.000000
4,6303825.922455,291363.000000,0.000000
8,4165516.051370,291048.000000,0.000000
16,5601371.599705,255599.000000,0.000000
32,7550932.012020,302880.000000,0.000000
64,6997482.271702,299895.000000,0.000000
128,5044311.259100,293149.000000,0.000000
256,7491468.455477,304125.000000,0.000000
512,6965550.446136,300030.000000,0.000000
1024,7673934.962406,302606.000000,0.000000
2048,6637143.423407,298381.000000,0.000000
4096,6994463.130843,306958.000000,0.000000
8192,8566606.992183,304604.000000,0.000000
16384,9310823.628212,304040.000000,0.000000
32768,7137001.454963,251074.000000,0.000000
65536,6680120.293353,196358.000000,0.000000
