frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4209579.086369,298882.000000,64.459289
4,3209775.877671,289713.000000,141.915468
8,6092059.478980,308157.000000,222240.478484
16,6459977.460365,305097.000000,139854.818787
32,6374406.296674,306830.000000,284934.599264
64,6872448.800100,305011.000000,63936.754899
128,7015089.129391,304880.000000,259615.840551
256,6586853.346083,307606.000000,317167.915094
512,7210517.989749,299007.000000,687635.298570
1024,5868211.536514,291098.000000,983986.972285
2048,6987648.297981,288399.000000,926317.497902
4096,6693049.578189,302356.000000,854438.692826
8192,7735124.908770,304586.000000,3040764.305061
16384,5032406.381875,188233.000000,3511221.991404
32768,1276368.943446,69727.000000,396122.156597
65536,6834703.536004,250520.000000,2590776.876557
