frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4674717.964569,305227.000000,0.000000
4,2145915.637077,264362.000000,0.000000
8,5049251.714960,303091.000000,0.000000
16,6750010.671641,306598.000000,0.000000
32,5486124.857778,306896.000000,0.000000
64,7112320.175347,303888.000000,0.000000
128,7227958.327539,291240.000000,0.000000
256,6056709.597703,304953.000000,0.000000
512,5737997.457405,303177.000000,0.000000
1024,8095657.773711,306537.000000,0.000000
2048,7373122.628169,298021.000000,0.000000
4096,2305264.458368,141843.000000,0.000000
8192,6368411.716048,298809.000000,0.000000
16384,6989788.606961,275223.000000,0.000000
32768,4175677.736131,238274.000000,0.000000
65536,5044614.030457,308704.000000,0.000000
