frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5814940.275917,305436.000000,263886.327685
4,6441940.998050,297543.000000,195146.480932
8,5747531.692356,306290.000000,36672.112443
16,6011351.364466,285007.000000,85738.046969
32,6525986.720086,282976.000000,105753.488278
64,7221220.127811,308520.000000,251134.165541
128,6435482.252447,302699.000000,193313.547420
256,7725260.243681,294571.000000,317106.665545
512,6763337.678558,302329.000000,246788.818928
1024,7560752.559009,302662.000000,272302.849278
2048,5279369.239967,283415.000000,734795.690241
4096,5426759.744109,304853.000000,2094175.108314
8192,4974595.044441,221175.000000,1648699.101695
16384,4953124.430413,228119.000000,2018078.408073
32768,4798982.744837,212573.000000,3781355.203880
65536,3933783.260302,183139.000000,3480089.387515
