frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5022101.405045,301010.000000,11363.204170
4,4878684.717044,303602.000000,226825.210473
8,4453883.708910,247382.000000,3368.092338
16,5564439.895954,304777.000000,24004.272682
32,6906162.510048,308242.000000,79927.260425
64,5703369.845512,299290.000000,81654.073505
128,7396766.154657,303006.000000,556665.842447
256,7966295.392983,304363.000000,663181.409145
512,7075592.599661,303003.000000,547064.378597
1024,7403075.167988,303631.000000,486521.937024
2048,6759946.270738,291001.000000,2067737.342389
4096,6617055.665163,296476.000000,3056230.053059
8192,5813034.596549,297865.000000,582821.870557
16384,6608255.696713,276135.000000,3990788.804840
32768,4720434.951617,246426.000000,1202915.996958
65536,11932253.867565,303521.000000,11476783.490932
