frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5809825.443803,300161.000000,0.000000
4,5178697.798956,304289.000000,0.000000
8,5740866.138107,287355.000000,0.000000
16,7306406.656599,305685.000000,0.000000
32,4584866.195419,286968.000000,0.000000
64,7159122.191944,303066.000000,0.000000
128,7857552.991378,303107.000000,0.000000
256,5706712.809132,302052.000000,0.000000
512,7953929.655614,302211.000000,0.000000
1024,8645834.975958,305159.000000,0.000000
2048,6060724.399767,281530.000000,0.000000
4096,6188525.169447,302467.000000,0.000000
8192,3354189.580961,145599.000000,0.000000
16384,8211305.108184,288820.000000,0.000000
32768,11082642.098142,303471.000000,0.000000
65536,1611747.861814,74079.000000,0.000000
