frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6132699.458037,289798.000000,711.283347
4,7296590.997740,293783.000000,25.000000
8,5754166.699267,281834.000000,39851.108868
16,6679452.838733,304387.000000,67.357256
32,5999752.181655,256724.000000,52645.815864
64,7925724.395147,303126.000000,409757.174089
128,7136079.300191,302612.000000,353829.568684
256,8102397.952276,302329.000000,661567.469454
512,6469497.143478,267288.000000,785561.711722
1024,9787120.745399,303156.000000,1821530.716806
2048,4970647.776675,302903.000000,1442457.353055
4096,7876561.319354,283910.000000,2321694.425541
8192,10661485.335215,297389.000000,3685069.656852
16384,8736457.021037,266956.000000,5376371.809175
32768,3871732.431837,158136.000000,856001.232933
65536,6094005.070809,176684.000000,5621070.143393
