frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3692484.753384,256762.000000,57.192657
4,2192862.772865,166202.000000,24.000000
8,5591605.472207,295933.000000,226571.515070
16,5753497.900835,293007.000000,6539.923776
32,5782168.265623,301977.000000,367.014986
64,6249384.128728,304689.000000,224923.614999
128,5819979.764256,287130.000000,435049.276219
256,6618249.888081,306637.000000,346021.649694
512,7119653.539774,305929.000000,641809.424679
1024,5976256.709319,290285.000000,195037.299812
2048,6830930.781913,305232.000000,1227400.393402
4096,9285739.520065,290539.000000,2361136.688327
8192,8268563.153160,304703.000000,777741.782107
16384,6369067.945479,233540.000000,4521631.406576
32768,6718520.739243,302043.000000,2164273.620214
65536,2453987.831182,175771.000000,956737.575591
