frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4175949.800190,273392.000000,178188.011892
4,6818934.602774,289085.000000,60.770058
8,7123371.797700,303316.000000,181999.094753
16,7862203.006048,302622.000000,284196.182856
32,8159953.449806,304199.000000,273218.523420
64,7717196.142946,303213.000000,424779.372816
128,7198006.127451,281806.000000,277340.788652
256,9118694.493108,303771.000000,1077262.681070
512,8030231.710201,301503.000000,325599.588387
1024,6979093.706864,299672.000000,1070518.219749
2048,5506602.935631,304004.000000,312799.281658
4096,1936232.983267,117112.000000,352243.609708
8192,7571528.949196,296962.000000,2006334.941879
16384,6977177.597977,244911.000000,2839527.010314
32768,2481292.982219,132534.000000,1282431.300976
65536,5425859.982576,185527.000000,3413952.482356
