frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6199065.600136,308730.000000,222590.359769
4,5397752.518154,287429.000000,119.268604
8,5365687.478833,298063.000000,227539.492546
16,5939772.760442,306265.000000,206204.099780
32,6627028.901940,305190.000000,199463.768194
64,6688435.867299,301081.000000,148956.608417
128,6908264.631947,309568.000000,625827.818296
256,6195766.157257,300189.000000,169478.662223
512,6927385.909384,289903.000000,374580.634118
1024,7927429.860345,307384.000000,1857359.814430
2048,7684102.662392,302317.000000,1801437.623784
4096,8827697.135166,303356.000000,3282693.349517
8192,7989677.448597,293109.000000,1594139.789721
16384,3373439.714976,240564.000000,450464.542047
32768,3648591.063197,177525.000000,712008.244140
65536,12965826.594993,309837.000000,12904798.446840
