frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2971499.461943,271865.000000,0.000000
4,3850984.577039,301871.000000,0.000000
8,6381751.453045,301121.000000,0.000000
16,4482878.928902,265359.000000,0.000000
32,6362162.874990,301679.000000,0.000000
64,7242469.024087,303216.000000,0.000000
128,6561401.426335,306815.000000,0.000000
256,6860552.250899,295504.000000,0.000000
512,6592578.000030,302070.000000,0.000000
1024,7024160.414151,305120.000000,0.000000
2048,6847263.534335,289533.000000,0.000000
4096,7981466.648554,304350.000000,0.000000
8192,4939945.084367,282843.000000,0.000000
16384,7605869.878992,295992.000000,0.000000
32768,2816877.269992,129809.000000,0.000000
65536,8910727.497499,305282.000000,0.000000
