frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5253049.916605,301736.000000,0.000000
4,6122152.982644,303281.000000,0.000000
8,1986355.768760,212039.000000,0.000000
16,6528041.047156,296043.000000,0.000000
32,5533574.597619,277981.000000,0.000000
64,6979064.586109,304315.000000,0.000000
128,5827308.032147,301190.000000,0.000000
256,6840255.144946,302367.000000,0.000000
512,7881550.794862,302220.000000,0.000000
1024,5849062.876401,298762.000000,0.000000
2048,7247912.311405,307127.000000,0.000000
4096,6714229.468679,299436.000000,0.000000
8192,6560848.442810,303970.000000,0.000000
16384,6639658.375487,264283.000000,0.000000
32768,7637840.931501,273203.000000,0.000000
65536,9914966.503283,302940.000000,0.000000
