frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5971720.147798,300245.000000,0.000000
4,5068799.020545,255037.000000,0.000000
8,5494650.765625,302502.000000,0.000000
16,6428360.288083,300327.000000,0.000000
32,8300684.657575,304632.000000,0.000000
64,6330723.034015,303516.000000,0.000000
128,7222169.018918,304109.000000,0.000000
256,9080539.532811,302562.000000,0.000000
512,8190836.588522,276795.000000,0.000000
1024,6619803.341933,286797.000000,0.000000
2048,5740020.954762,287996.000000,0.000000
4096,6283819.169385,274772.000000,0.000000
8192,7323679.584231,298630.000000,0.000000
16384,8192474.737147,244139.000000,0.000000
32768,4951447.856319,152511.000000,0.000000
65536,9392763.619943,254907.000000,0.000000
