frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4100084.682680,251407.000000,235989.363866
4,5305654.489169,301974.000000,36.414283
8,5245014.400202,303786.000000,84369.583334
16,7194752.227369,307030.000000,26719.294564
32,5783011.384503,292805.000000,11066.661963
64,5582824.863914,290484.000000,496174.318167
128,7151329.306744,306821.000000,392254.443628
256,7908504.129354,306491.000000,270800.246239
512,7064577.059637,304011.000000,495584.554520
1024,4850356.525260,297524.000000,317922.221724
2048,6522883.516926,294956.000000,143354.381203
4096,3625715.056609,300051.000000,301703.756995
8192,2816949.776374,126276.000000,847903.501796
16384,7713455.292866,278181.000000,4867917.447987
32768,6205599.950187,281931.000000,2453009.598918
65536,12719803.274092,306060.000000,12719803.274092
