frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5380405.909601,291164.000000,78.523882
4,5000253.998894,272654.000000,66353.013210
8,5545113.014888,293220.000000,448.536509
16,2509628.325188,180100.000000,9986.555763
32,6772333.977558,302366.000000,296311.314266
64,5942359.835938,303539.000000,463141.302996
128,7550148.511700,302618.000000,299717.391452
256,7968034.252100,303656.000000,468776.640350
512,7611426.970569,299899.000000,1320636.898122
1024,6668523.608895,302354.000000,1122145.982743
2048,6368801.142236,288821.000000,2243406.789780
4096,4949683.846760,214243.000000,119127.333832
8192,6483908.091393,296028.000000,2534939.720153
16384,3464281.274921,130052.000000,1543987.938932
32768,6012980.098006,281585.000000,1533240.166910
65536,3757604.995050,133896.000000,3653761.353899
