frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4418358.633685,285828.000000,0.000000
4,4201071.707727,302928.000000,0.000000
8,5292669.291378,301804.000000,0.000000
16,5473789.178237,292633.000000,0.000000
32,6209861.285570,296275.000000,0.000000
64,6978677.509791,284127.000000,0.000000
128,6438281.311874,303886.000000,0.000000
256,6730078.719679,276449.000000,0.000000
512,7940219.998346,297497.000000,0.000000
1024,6622572.881851,301421.000000,0.000000
2048,6300708.188861,299639.000000,0.000000
4096,7644558.632960,304560.000000,0.000000
8192,5749716.810348,295792.000000,0.000000
16384,2045074.194476,98727.000000,0.000000
32768,2292640.565494,118082.000000,0.000000
65536,3402589.994742,145759.000000,0.000000
