frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5304231.061542,289122.000000,91632.010155
4,5664533.593250,302800.000000,136.605271
8,5493546.167850,280909.000000,167.068848
16,5611376.364172,305990.000000,90922.386864
32,6898948.125042,293881.000000,176943.466938
64,7217789.429699,296337.000000,270941.623724
128,6994304.961172,305421.000000,498728.766183
256,7752297.119039,305828.000000,756513.392512
512,8084833.273670,304621.000000,146451.398119
1024,4686632.777430,303641.000000,419094.674593
2048,7012444.052089,251658.000000,844266.706925
4096,6198904.202757,233332.000000,2170835.963157
8192,4918461.190697,273080.000000,1671612.204410
16384,10536800.971476,305204.000000,5080981.543361
32768,3649646.791450,206934.000000,2156604.821439
65536,6164524.156317,192281.000000,5802236.610489
