frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4736920.885777,295026.000000,1691.184792
4,5228495.185446,288511.000000,69.390201
8,6837416.223860,306169.000000,394.863267
16,3298157.262915,293882.000000,137.506363
32,5439396.289755,303592.000000,510665.667316
64,5468797.282768,282034.000000,253579.907045
128,6439262.218029,300542.000000,413661.953091
256,6872373.305283,300685.000000,665219.346753
512,7643757.058399,305418.000000,1172047.279479
1024,5413911.377877,307057.000000,1078101.010313
2048,5655335.614081,264557.000000,1836164.174778
4096,9048936.777064,304722.000000,1765481.792966
8192,5656246.709940,302980.000000,2063667.223892
16384,4433651.375458,184899.000000,727367.174343
32768,9784615.221557,304138.000000,5357768.430598
65536,6055474.186391,305070.000000,5093733.443270
