frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4939658.164315,297373.000000,168.837200
4,4143952.581666,303075.000000,30704.316683
8,2656883.299146,267251.000000,5899.346574
16,4093831.464132,291923.000000,34733.874287
32,6108946.552097,289284.000000,576844.373664
64,5407301.332266,304417.000000,285886.803046
128,7521961.144950,303946.000000,118450.810179
256,6605850.179018,298545.000000,380743.446556
512,6359614.599183,300121.000000,340137.717085
1024,7029017.459050,305009.000000,1178896.158376
2048,6884934.449669,288189.000000,878295.123383
4096,4778517.011382,200557.000000,1149528.248655
8192,6600389.325503,283226.000000,2529764.292707
16384,5624272.683627,240445.000000,709368.586199
32768,1615717.156274,71908.000000,1391219.250476
65536,4780650.395239,180339.000000,2665354.551435
