frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5633817.322035,296432.000000,24904.041278
4,4197124.060420,247021.000000,2619.223549
8,4693267.500676,286500.000000,29859.328291
16,6643970.489848,287964.000000,56525.823152
32,3905114.669230,260175.000000,50154.306814
64,5071689.972495,302113.000000,92887.335100
128,6274864.478797,303378.000000,12696.113421
256,7218864.877682,301729.000000,343940.810481
512,7522353.461030,285161.000000,1132542.396000
1024,7119409.967601,287682.000000,458544.107262
2048,7295181.904285,294477.000000,2456279.749713
4096,8823417.686798,269571.000000,3907230.856107
8192,8796352.544547,306131.000000,975146.136101
16384,4570275.816034,294961.000000,2430645.982514
32768,4529853.726187,150537.000000,4108445.829336
65536,3620670.334117,211273.000000,3063100.906267
