frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5124520.773256,246984.000000,0.000000
4,4880876.653888,285754.000000,0.000000
8,6246956.006458,299073.000000,0.000000
16,6421462.113971,299939.000000,0.000000
32,6923595.349519,301314.000000,0.000000
64,6131809.755055,295308.000000,0.000000
128,7635425.215560,296873.000000,0.000000
256,8576957.853163,300610.000000,0.000000
512,6017302.060510,275359.000000,0.000000
1024,8233039.476638,295517.000000,0.000000
2048,4024150.818690,304446.000000,0.000000
4096,5751302.394957,216527.000000,0.000000
8192,5231922.834567,191257.000000,0.000000
16384,10261126.736683,303482.000000,0.000000
32768,4676192.225027,159724.000000,0.000000
65536,8938042.867906,303619.000000,0.000000
