frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5400157.109792,302274.000000,388.329757
4,4502595.959334,287102.000000,310.070960
8,5411522.110253,274428.000000,90.818500
16,5464066.034144,279575.000000,234342.632278
32,6251575.920399,300858.000000,17678.013718
64,7114882.925135,301025.000000,37396.993957
128,6249331.658189,290582.000000,596878.432664
256,6043204.262021,292857.000000,440270.170637
512,7206525.746308,301649.000000,606909.072706
1024,8042496.667011,303362.000000,1050808.728428
2048,7083360.192853,304546.000000,1602033.757629
4096,1949979.341419,164723.000000,130185.672153
8192,7428587.742162,302209.000000,3226032.791993
16384,5228541.872409,176105.000000,3269642.520598
32768,7190246.854004,301236.000000,5992011.707292
65536,5895461.319694,301674.000000,4021655.238107
