frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3433242.067908,224667.000000,2551.943377
4,3529340.781327,279591.000000,63.474404
8,4856887.135675,303846.000000,261277.010156
16,6281129.630884,302257.000000,166042.697906
32,6161235.550865,300355.000000,210644.985257
64,7144775.230667,302730.000000,627397.814882
128,8028806.952692,303758.000000,260821.117889
256,6572144.410733,284074.000000,569466.098328
512,7349444.384385,289936.000000,455044.763011
1024,6683916.375088,294246.000000,1864630.455000
2048,6609999.471825,302279.000000,1846534.786172
4096,9698896.316259,303347.000000,2153769.411569
8192,10001374.147049,284453.000000,4137768.669884
16384,8560227.192422,304559.000000,4755715.072181
32768,10997629.080579,301632.000000,8100448.134530
65536,3008539.894437,156734.000000,0.000000
