frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4300231.906589,290252.000000,49.648766
4,4739002.789416,289103.000000,612.062088
8,2554538.240185,170697.000000,44644.385291
16,4504183.644606,302929.000000,101.774260
32,7069687.825396,299205.000000,57188.123374
64,4463933.885424,275759.000000,397514.525348
128,6986561.513262,306281.000000,1000639.191848
256,6653728.533231,303924.000000,588505.892893
512,6130824.236549,306028.000000,339518.559238
1024,6922184.992698,301949.000000,367495.201860
2048,8586308.501169,300541.000000,1780788.986628
4096,7349610.474509,281505.000000,2173115.345384
8192,8928961.989848,308273.000000,2710856.197441
16384,7078420.379507,290252.000000,2987591.872193
32768,8579879.998371,304129.000000,2207633.893761
65536,4492347.817357,207141.000000,4191871.921425
