frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3343583.560133,242135.000000,0.000000
4,4885307.805232,306391.000000,0.000000
8,7000002.955592,306155.000000,0.000000
16,5381391.853597,301470.000000,0.000000
32,5519165.534257,305733.000000,0.000000
64,5763692.638979,303868.000000,0.000000
128,6084080.787740,301630.000000,0.000000
256,7763466.372342,304857.000000,0.000000
512,6270302.649227,303662.000000,0.000000
1024,6001368.401514,306904.000000,0.000000
2048,6914657.311525,300706.000000,0.000000
4096,6432720.148408,307793.000000,0.000000
8192,6993356.061782,271886.000000,0.000000
16384,8192318.815504,303092.000000,0.000000
32768,6162646.468262,300832.000000,0.000000
65536,8443710.173189,305185.000000,0.000000
