frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3479801.844196,240075.000000,160941.968687
4,5638637.255506,302552.000000,2524.344667
8,6077681.582629,294885.000000,249176.026879
16,6505817.550783,296189.000000,9694.992780
32,5925581.982832,281076.000000,110405.606221
64,7753026.706683,295756.000000,84231.285933
128,6751316.254627,300193.000000,134423.898790
256,7572283.254265,302140.000000,291666.122114
512,7424617.543936,305584.000000,708467.416109
1024,5008157.616971,252826.000000,231739.885822
2048,8596942.901796,304878.000000,1152574.898667
4096,7308478.020115,259880.000000,2152889.401224
8192,2411983.614255,155574.000000,302141.935363
16384,6214275.023070,212558.000000,3124358.437406
32768,942836.508949,74628.000000,324323.021830
65536,5721869.342577,209827.000000,4838972.171213
