frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3551850.221352,257811.000000,439.223178
4,5609973.199531,309181.000000,49.608467
8,6238389.074087,303449.000000,532.000000
16,5698507.041544,303934.000000,376370.510129
32,3913395.266760,305116.000000,250.297823
64,6902808.287721,307688.000000,108867.227599
128,5809450.998915,302070.000000,302297.811403
256,6656098.586200,300147.000000,539516.269071
512,6971301.264447,307730.000000,805505.173548
1024,5922955.322314,297661.000000,829642.769107
2048,7564199.199662,302262.000000,1952813.933747
4096,6170797.758391,276266.000000,476970.557974
8192,7808954.847604,301592.000000,3590412.268067
16384,9240422.313218,304546.000000,6034338.096993
32768,11601277.640591,308629.000000,9410890.035113
65536,6159906.749460,296043.000000,2528538.260414
