frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6090676.888298,285783.000000,222342.953417
4,2951669.844306,190715.000000,88.617154
8,6296417.713703,304145.000000,16935.469495
16,5999036.351269,302400.000000,57393.184369
32,5569963.999765,298976.000000,372075.192092
64,6062428.294832,265553.000000,420564.955730
128,7591449.371465,303313.000000,199265.168971
256,6765738.687984,302466.000000,132039.936928
512,7154982.366705,295420.000000,749621.110349
1024,7926131.740749,306291.000000,489288.664611
2048,7653619.711970,302710.000000,2194642.456322
4096,5617526.288814,305757.000000,658038.162177
8192,9212593.869413,304015.000000,469198.309967
16384,5956063.220756,304423.000000,3774849.301033
32768,7380807.708265,303720.000000,4569249.118909
65536,10124191.284841,303650.000000,8757863.969557
