frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4587175.359308,295762.000000,86138.021309
4,5880795.368937,286865.000000,252729.003755
8,5076463.219106,298078.000000,193.277003
16,4691994.487707,295897.000000,560.342752
32,8025485.996991,304655.000000,192186.714171
64,8261482.903445,301616.000000,234025.710703
128,7683194.528749,301734.000000,572718.851248
256,7358298.190626,305001.000000,873111.805482
512,8524678.246967,305426.000000,706643.957324
1024,7804872.768972,290910.000000,1610359.182381
2048,8182057.091482,294506.000000,1992818.408225
4096,7485337.346144,303350.000000,2308326.817234
8192,6189055.019396,303717.000000,1472929.209035
16384,5725687.464791,242760.000000,4668570.436686
32768,10151463.004816,298464.000000,9163682.141660
65536,1438769.939762,76534.000000,0.000000
