frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
128,104598.516261,100584.973704,100474.678721,100474.678721,100474.678721,100381.009564
16,241694.327244,232559.309897,173644.530585,173644.530585,173644.530585,173644.530585
256,222841.127528,197918.087443,170083.891883,169774.052049,169774.052049,169774.052049
1024,324166.956570,326899.040866,277300.088741,277316.065030,277511.193953,277557.911696
2,119078.298191,125080.963879,125080.963879,125080.963879,125080.963879,125080.963879
8192,531174.928803,362708.063834,338434.830252,202992.556866,207312.316110,204939.852242
32,236240.205376,236103.311453,236103.311453,236227.673790,236231.813209,236103.311453
8,273529.500385,244841.569975,244841.569975,244841.569975,244841.569975,244841.569975
64,287229.112886,274687.020360,274687.020360,274857.093880,274857.093880,274687.020360
16384,560397.253262,519574.451411,516512.844365,340788.242516,341307.891281,340456.810961
2048,1355551.936985,961446.603008,569486.649282,526972.035129,526972.035129,526870.454585
65536,730564.706729,730564.706729,730564.706729,730564.706729,730564.706729,730564.706729
4,608915.236916,617056.782910,617056.782910,617056.782910,617839.102674,617056.782910
32768,748851.039636,748851.039636,752539.658065,762533.603229,847348.277846,892564.860325
512,1118506.825783,1130412.213073,544520.411942,544520.411942,544520.411942,544520.411942
4096,2100397.599498,1811414.537526,1593986.398025,1086432.547996,1091109.930722,768767.040809
