frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
8,132159.903863,65669.000000,132159.903863,65669.000000,132159.903863,65669.000000,132159.903863,65669.000000,132159.903863,65669.000000,132159.903863,65669.000000
16384,331578.479374,62045.000000,397074.594668,48815.000000,300238.455545,62045.000000,331578.479374,62045.000000,331578.479374,62045.000000,331578.479374,62045.000000
64,135474.723642,56601.000000,135474.723642,56601.000000,135474.723642,56601.000000,135474.723642,56601.000000,135474.723642,56601.000000,135474.723642,56601.000000
512,201197.909221,74740.000000,201197.909221,74740.000000,201197.909221,74740.000000,201197.909221,74740.000000,201197.909221,74740.000000,201197.909221,74740.000000
16,262417.113760,177497.000000,262417.113760,177497.000000,262417.113760,177497.000000,262417.113760,177497.000000,262417.113760,177497.000000,262417.113760,177497.000000
4,292106.994894,183671.000000,292106.994894,183671.000000,292106.994894,183671.000000,292106.994894,183671.000000,292106.994894,183671.000000,292106.994894,183671.000000
8192,301829.961725,155640.000000,373105.344182,67758.000000,302278.788569,140538.000000,308679.994412,155640.000000,301829.961725,155640.000000,301829.961725,155640.000000
32,158647.544242,87371.000000,158647.544242,87371.000000,158647.544242,87371.000000,158647.544242,87371.000000,158647.544242,87371.000000,158647.544242,87371.000000
128,402072.584023,214506.000000,402072.584023,214506.000000,402072.584023,214506.000000,402072.584023,214506.000000,402072.584023,214506.000000,402072.584023,214506.000000
1024,497785.369400,212058.000000,497785.369400,212058.000000,497785.369400,212058.000000,497785.369400,212058.000000,497785.369400,212058.000000,497785.369400,212058.000000
4096,209935.627653,85550.000000,263129.324259,85550.000000,209935.627653,85550.000000,209935.627653,85550.000000,209935.627653,85550.000000,209935.627653,85550.000000
2,296895.792491,157507.000000,296895.792491,157507.000000,296895.792491,157507.000000,296895.792491,157507.000000,296895.792491,157507.000000,296895.792491,157507.000000
65536,482893.388461,207599.000000,482893.388461,207599.000000,482893.388461,207599.000000,482893.388461,207599.000000,482893.388461,207599.000000,482893.388461,207599.000000
2048,528616.741315,269055.000000,528616.741315,269055.000000,528616.741315,269055.000000,528616.741315,269055.000000,528616.741315,269055.000000,528616.741315,269055.000000
32768,1161960.660567,220289.000000,1448721.129307,181409.000000,1408258.802270,181409.000000,1161960.660567,220289.000000,1161960.660567,220289.000000,1161960.660567,220289.000000
256,393127.685165,244874.000000,393127.685165,244874.000000,393127.685165,244874.000000,393127.685165,244874.000000,393127.685165,244874.000000,393127.685165,244874.000000
