frequency,Dynamic_njobs25_mode0_L2_norm_flow_time,Dynamic_njobs25_mode0_maximum_flow_time,Dynamic_njobs25_mode1_L2_norm_flow_time,Dynamic_njobs25_mode1_maximum_flow_time,Dynamic_njobs25_mode2_L2_norm_flow_time,Dynamic_njobs25_mode2_maximum_flow_time,Dynamic_njobs25_mode4_L2_norm_flow_time,Dynamic_njobs25_mode4_maximum_flow_time,Dynamic_njobs25_mode8_L2_norm_flow_time,Dynamic_njobs25_mode8_maximum_flow_time,Dynamic_njobs25_mode16_L2_norm_flow_time,Dynamic_njobs25_mode16_maximum_flow_time
512,118714.843566,69639.000000,139857.279281,43101.000000,136396.349610,54197.000000,118718.011671,69639.000000,118714.843566,69639.000000,118714.843566,69639.000000
16,107582.001515,48102.000000,118454.987662,32809.000000,107491.968816,48102.000000,107582.001515,48102.000000,107582.001515,48102.000000,107582.001515,48102.000000
2048,144794.008122,82924.000000,202672.866556,39245.000000,161346.738055,76762.000000,141924.353298,82924.000000,144794.008122,82924.000000,144794.008122,82924.000000
4,78404.390955,50512.000000,178629.685492,22891.000000,82387.989228,37751.000000,78404.390955,50512.000000,78404.390955,50512.000000,78404.390955,50512.000000
128,155133.165732,116739.000000,182889.293104,34567.000000,155095.671500,57069.000000,155133.307220,116739.000000,155133.165732,116739.000000,155133.165732,116739.000000
8192,102387.553477,57869.000000,194037.067505,49566.000000,167621.302524,52181.000000,102415.072553,57869.000000,102387.553477,57869.000000,102387.553477,57869.000000
8,87440.740282,50898.000000,108100.545609,24394.000000,89386.105716,50898.000000,87384.585717,50898.000000,87440.740282,50898.000000,87440.740282,50898.000000
1024,110494.285594,56800.000000,179417.074870,29534.000000,216912.763961,37353.000000,198089.599464,49374.000000,110494.285594,56800.000000,110494.285594,56800.000000
32768,250120.446949,120730.000000,345234.636796,50311.000000,321567.899130,82841.000000,247403.082812,84196.000000,250120.446949,120730.000000,250120.446949,120730.000000
65536,128436.375704,101626.000000,344632.738681,55871.000000,128768.747695,101626.000000,128436.375704,101626.000000,128436.375704,101626.000000,128436.375704,101626.000000
64,207120.705701,165054.000000,889967.582679,78720.000000,859742.072434,94139.000000,207120.705701,165054.000000,207120.705701,165054.000000,207120.705701,165054.000000
16384,152991.763318,97622.000000,285190.100945,47858.000000,255335.638451,69327.000000,248336.120323,94508.000000,152991.763318,97622.000000,152991.763318,97622.000000
2,209547.719286,200524.000000,1819779.194006,125863.000000,1345287.683911,140659.000000,209547.719286,200524.000000,209547.719286,200524.000000,209547.719286,200524.000000
256,264747.577148,116518.000000,1340173.740542,78293.000000,300141.155392,116518.000000,264747.577148,116518.000000,264747.577148,116518.000000,264747.577148,116518.000000
32,328756.834151,281798.000000,639527.906504,73697.000000,409075.019351,171715.000000,370326.825407,171715.000000,328756.834151,281798.000000,328756.834151,281798.000000
4096,494064.903220,271563.000000,879964.928947,133009.000000,680100.185091,187245.000000,561262.442195,241848.000000,494064.903220,271563.000000,494064.903220,271563.000000
