frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
4,135502.046700,135502.046700,135502.046700,135502.046700,135502.046700,135502.046700
16,100572.544176,100572.544176,100572.544176,100572.544176,100572.544176,100572.544176
8192,85873.392783,85040.073483,85040.073483,85040.073483,85040.073483,85040.073483
256,123219.794773,123219.794773,123219.794773,123219.794773,123219.794773,123219.794773
32,110285.675063,110285.675063,110285.675063,110285.675063,110285.675063,110285.675063
4096,136010.696473,136008.337535,136008.337535,136008.337535,136008.337535,136008.337535
128,165316.697296,165316.697296,165316.697296,165316.697296,165316.697296,165316.697296
2048,175979.434676,175979.434676,175979.434676,175979.434676,175979.434676,175979.434676
512,186701.075921,185363.426730,185363.426730,185363.426730,185363.426730,185363.426730
8,173703.007285,173703.007285,173703.007285,173703.007285,173703.007285,173703.007285
16384,310730.910699,310279.435546,310279.435546,310279.435546,310279.435546,310279.435546
64,226673.904464,226673.904464,226673.904464,226673.904464,226673.904464,226673.904464
2,299138.806038,299138.806038,299138.806038,299138.806038,299138.806038,299138.806038
1024,387396.815525,387396.815525,387396.815525,387396.815525,387396.815525,387396.815525
32768,419025.284072,419025.284072,419025.284072,419025.284072,419025.284072,419025.284072
65536,1170172.717546,1170172.717546,1170172.717546,1170172.717546,1170172.717546,1170172.717546
