frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
8,129409.228087,66920.000000,153118.400240,32599.000000,125675.393956,40265.000000,155691.124204,51462.000000,129409.228087,66920.000000,129409.228087,66920.000000
32,139256.469778,87371.000000,416638.765527,67491.000000,431305.490600,59413.000000,427760.417598,67491.000000,139256.469778,87371.000000,139256.469778,87371.000000
64,137743.780324,59731.000000,167876.678520,42087.000000,171451.151714,57316.000000,135849.078970,59731.000000,134840.583112,59731.000000,137743.780324,59731.000000
4096,196721.859591,85550.000000,338738.103130,46618.000000,340270.743634,42191.000000,297921.372412,49614.000000,301193.133411,40787.000000,226378.514449,66393.000000
16,263637.277197,177497.000000,446577.968170,82985.000000,358554.593334,136911.000000,263638.417419,177497.000000,263637.277197,177497.000000,263637.277197,177497.000000
512,207385.883473,92658.000000,357601.622542,35399.000000,350295.895090,43376.000000,334190.052998,68470.000000,230501.942766,83477.000000,201554.265135,92658.000000
16384,299793.234819,62045.000000,508449.282636,41142.000000,506462.489596,43548.000000,470483.085090,43548.000000,436408.054260,45364.000000,281710.621129,62045.000000
4,301949.398854,183671.000000,562287.682639,122706.000000,337750.124848,128542.000000,301949.889300,183671.000000,301949.398854,183671.000000,301949.398854,183671.000000
8192,307444.436255,159780.000000,404195.746638,67758.000000,392242.149577,67758.000000,395561.288364,56359.000000,354833.525560,67758.000000,301187.466791,114151.000000
128,413403.879193,214506.000000,480211.901503,118921.000000,454327.491629,165331.000000,439117.648174,157224.000000,413403.879193,214506.000000,413403.879193,214506.000000
2,269247.920081,157507.000000,416685.179225,104010.000000,501675.048032,142876.000000,269247.920081,157507.000000,269247.920081,157507.000000,269247.920081,157507.000000
1024,425742.793812,262936.000000,616684.444476,104425.000000,581473.657417,119468.000000,592256.649160,129669.000000,428015.222414,199291.000000,425742.793812,262936.000000
256,396091.250267,244874.000000,1122757.655662,156468.000000,1020340.650275,156468.000000,396091.250267,244874.000000,396091.250267,244874.000000,396091.250267,244874.000000
65536,488763.134581,213896.000000,472031.914504,131880.000000,488763.134581,213896.000000,488763.134581,213896.000000,488763.134581,213896.000000,488763.134581,213896.000000
32768,1164483.857399,238180.000000,1487096.249838,181409.000000,1486476.338650,181409.000000,1481434.578168,181409.000000,1466636.043283,181409.000000,1446286.872773,181409.000000
2048,530370.918174,269055.000000,1445561.030126,131138.000000,1356750.233174,154039.000000,1379139.285860,170809.000000,1059909.413035,249069.000000,530370.918174,269055.000000
